Code,Item,Group,Region_Number,Region_Name,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Average_Annual_Percent_Growth
1,Personal Health Care ($),State,3,Great Lakes,Wisconsin,2543.502,2726.404,2879.456,3019.535,3192.368,3374.852,3534.253,3705.095,4026.162,4306.2,4729.636,5079.451,5407.658,5751.533,6146.906,6540.081,6850.203,7003.459,7232.853,6
1,Personal Health Care ($),Region,4,Plains,,2553.89,2733.614,2871.63,3050.032,3208.675,3381.296,3552.999,3791.658,3982.925,4265.065,4612.562,4964.03,5305.42,5595.512,5890.306,6170.07,6534.177,6797.046,7084.753,5.8
1,Personal Health Care ($),State,4,Plains,Iowa,2559.148,2704.628,2836.542,2995.741,3139.315,3335.388,3491.14,3779.993,3990.948,4221.905,4540.863,4820.095,5181.651,5445.059,5792.604,6117.889,6358.361,6617.894,6921.326,5.7
1,Personal Health Care ($),State,4,Plains,Kansas,2609.097,2778.408,2880.559,3034.446,3211.596,3384.171,3572.982,3740.922,3914.782,4187.417,4486.946,4798.92,5086.91,5419.948,5734.844,5997.093,6275.402,6566.96,6781.861,5.5
1,Personal Health Care ($),State,4,Plains,Minnesota,2618.724,2784.88,2937.579,3145.691,3339.957,3482.237,3658.735,3957.466,4143.375,4460.515,4860.289,5238.222,5609.308,5930.214,6251.829,6612.464,6977.567,7132.662,7409.332,5.9
1,Personal Health Care ($),State,4,Plains,Missouri,2522.182,2741.763,2895.606,3079.044,3195.215,3364.289,3533.152,3732.665,3901.145,4175.138,4501.654,4869.621,5203.074,5437.069,5648.919,5779.779,6281.032,6623.668,6967.41,5.8
1,Personal Health Care ($),State,4,Plains,Nebraska,2380.503,2563.439,2687.632,2841.849,2969.737,3192.974,3343.729,3570.804,3812.833,4161.51,4587.632,4897.624,5235.87,5602.315,5970.009,6392.987,6661.873,6894.86,7047.571,6.2
1,Personal Health Care ($),State,4,Plains,North Dakota,2666.523,2858.644,2991.102,3161.871,3429.966,3578.29,3750.801,4042.708,4183.877,4437.912,4829.345,5334.156,5600.955,5956.098,6241.226,6619.044,7044.134,7333.095,7748.815,6.1
1,Personal Health Care ($),State,4,Plains,South Dakota,2452.274,2578.944,2694.887,2870.23,3079.167,3284.877,3493.494,3668.964,3972.939,4188.132,4409.408,4845.826,5228.971,5456.543,5770.439,6122.17,6388.317,6720.765,7055.914,6
1,Personal Health Care ($),Region,5,Southeast,,2557.522,2734.276,2892.967,3022.021,3181.869,3345.406,3519.073,3627.494,3795.161,4055.216,4347.07,4641.782,4951.683,5289.31,5550.619,5842.197,6068.587,6272.774,6506.237,5.3
1,Personal Health Care ($),State,5,Southeast,Alabama,2570.604,2742.568,2883.199,3019.32,3195.989,3373.249,3589.608,3631.056,3740.937,3967.686,4202.724,4554.249,5029.252,5272.335,5580.477,5792.043,5948.201,6105.848,6271.663,5.1
1,Personal Health Care ($),State,5,Southeast,Arkansas,2379.711,2500.269,2609.147,2735.18,2906.816,3053.258,3241.64,3371.211,3567.063,3769.837,4034.763,4380.55,4624.609,4891.843,5209.358,5428.093,5692.814,5965.663,6166.943,5.4
1,Personal Health Care ($),State,5,Southeast,Florida,2974.054,3177.895,3338.072,3464.509,3586.554,3753.704,3906.508,4002.112,4188.312,4493.388,4792.24,5071.833,5371.823,5708.651,5980.906,6303.453,6576.574,6848.145,7156.32,5
1,Personal Health Care ($),State,5,Southeast,Georgia,2539.772,2712.996,2867.041,2945.026,3097.341,3207.517,3312.437,3420.852,3510.074,3660.395,3852.242,4174.071,4373.374,4713.81,4861.028,5108.833,5259.26,5320.968,5467.469,4.4
1,Personal Health Care ($),State,5,Southeast,Kentucky,2397.635,2590.475,2715.217,2813.187,3006.528,3205.989,3455.588,3621.367,3851.438,4198.473,4494.762,4854.43,5089.387,5392.454,5654.939,5933.35,6122.534,6313.942,6595.79,5.8
1,Personal Health Care ($),State,5,Southeast,Louisiana,2646.34,2850.299,3047.782,3196.067,3323.413,3447.477,3598.096,3714.886,3899.77,4041.006,4330.449,4596.923,4956.017,5308.636,5556.054,6074.115,6301.815,6583.005,6795.263,5.4
1,Personal Health Care ($),State,5,Southeast,Mississippi,2194.046,2325.835,2498.769,2656.78,2893.693,3093.179,3271.146,3378.248,3483.416,3775.992,4124.731,4454.084,4738.377,5110.417,5389.493,5799.204,6128.549,6348.255,6571.042,6.3
1,Personal Health Care ($),State,5,Southeast,North Carolina,2272.452,2459.726,2630.148,2795.07,2970.597,3169.23,3354.14,3449.587,3669.203,3972.639,4366.754,4588.864,4903.457,5259.871,5565.753,5864.556,6010.267,6198.778,6444.02,6
1,Personal Health Care ($),State,5,Southeast,South Carolina,2278.306,2442.333,2612.328,2777.274,2924.393,3058.937,3319.536,3458.301,3675.653,3927.855,4271.975,4584.57,4861.656,5197.045,5421.139,5673.253,5884.659,6132.295,6323.381,5.8
1,Personal Health Care ($),State,5,Southeast,Tennessee,2572.153,2785.564,2971.766,3080.23,3304.774,3473.551,3634.918,3736.974,3868.219,4133.137,4508.907,4714.774,5089.285,5498.666,5743.022,5916.388,6155.353,6229.048,6410.608,5.2
1,Personal Health Care ($),State,5,Southeast,Virginia,2375.332,2454.099,2576.078,2694.033,2817.358,2984.485,3147.876,3265.272,3425.859,3720.013,3885.029,4213.75,4562.3,4890.977,5183.157,5480.472,5772.574,6049.419,6286.487,5.6
1,Personal Health Care ($),State,5,Southeast,West Virginia,2606.173,2858.355,3065.286,3243.123,3463.215,3643.035,3870.266,4045.26,4226.547,4480.527,4911.018,5294.188,5682.707,6055.385,6370.17,6670.109,7017.491,7284.839,7667.14,6.2
1,Personal Health Care ($),Region,6,Southwest,,2378.672,2543.733,2659.856,2737.672,2879.376,3022.129,3170.401,3286.366,3448.216,3604.327,3884.99,4199.528,4421.316,4651.509,5011.009,5241.857,5461.261,5739.335,5936.513,5.2
1,Personal Health Care ($),State,6,Southwest,Arizona,2457.09,2534.472,2638.891,2694.843,2723.789,2796.675,2858.427,2986.087,3130.633,3248.42,3442.947,3772.048,4040.632,4304.469,4673.527,4894.564,5132.771,5325.891,5433.887,4.5
1,Personal Health Care ($),State,6,Southwest,New Mexico,2260.301,2434.494,2521.224,2600.603,2771.397,2927.902,3085.461,3231.719,3380.559,3539.448,3842.567,4186.169,4456.921,4842.665,5232.893,5520.868,5874.481,6355.765,6650.611,6.2
1,Personal Health Care ($),State,6,Southwest,Oklahoma,2375.357,2542.843,2640.011,2801.743,3000.706,3178.943,3275.732,3393.457,3568.504,3766.018,4113.079,4374.936,4739.411,4969.715,5349.938,5689.802,6006.022,6309.865,6531.864,5.8
1,Personal Health Care ($),State,6,Southwest,Texas,2372.783,2555.75,2680.595,2748.564,2904.378,3057.055,3234.903,3345.883,3511.663,3671.092,3961.501,4279.882,4464.399,4674.705,5028.333,5242.231,5432.335,5714.103,5923.734,5.2
1,Personal Health Care ($),Region,7,Rocky Mountains,,2303.023,2423.262,2506.916,2574.696,2711.202,2831.006,3003.907,3173.868,3296.007,3553.88,3808.306,4111.736,4406.203,4649.565,4870.894,5146.395,5362.272,5632.226,5809.879,5.3
1,Personal Health Care ($),State,7,Rocky Mountains,Colorado,2510.694,2648.586,2698.093,2777.151,2905.527,2999.666,3141.973,3361.763,3486.887,3757.516,3979.272,4255.304,4592.294,4837.324,4968.496,5299.465,5500.321,5825.202,5993.799,5
1,Personal Health Care ($),State,7,Rocky Mountains,Idaho,2134.775,2268.206,2366.54,2419.802,2559.484,2722.404,2874.716,3021.398,3183.473,3400.826,3655.362,4021.613,4258.449,4485.336,4795.227,5070.192,5312.914,5496.179,5657.999,5.6
1,Personal Health Care ($),State,7,Rocky Mountains,Montana,2373.019,2504.355,2595.066,2659.804,2848.207,2900.468,3156.804,3349.9,3607.923,3877.181,4239.472,4501.24,4829.959,5084.705,5437.794,5748.409,6071.556,6355.852,6639.827,5.9
1,Personal Health Care ($),State,7,Rocky Mountains,Utah,1993.206,2080.47,2192.059,2230.691,2341.56,2500.214,2702.086,2769.574,2793.538,3030.194,3292.9,3604.113,3839.516,4086.821,4345.654,4485.795,4664.279,4871.165,5030.942,5.3
1,Personal Health Care ($),State,7,Rocky Mountains,Wyoming,2230.133,2297.004,2481.641,2625.696,2833.717,3019.519,3223.873,3451.046,3629.745,3960.225,4283.759,4725.74,5037.356,5315.604,5732.71,6162.77,6482.257,6814.89,7040.259,6.6
1,Personal Health Care ($),Region,8,Far West,,2624.575,2794.117,2893.619,2963.386,3046.95,3131.413,3211.797,3399.28,3526.92,3663.865,3934.101,4244.786,4589.37,4871.932,5197.696,5482.156,5826.81,6126.857,6361.024,5
1,Personal Health Care ($),State,8,Far West,Alaska,2588.925,2692.107,2815.897,2898.873,3174.019,3458.755,3713.694,3909.472,4176.386,4619.957,5227.454,5771.774,6193.634,6528.331,7238.804,7566.718,8053.095,8675.738,9127.634,7.3
1,Personal Health Care ($),State,8,Far West,California,2677.219,2846.625,2947.505,3008.133,3069.07,3144.294,3212.881,3388.968,3485.739,3602.451,3847.08,4143.963,4498.638,4776.916,5098.053,5384.171,5732.223,6023.838,6237.59,4.8
1,Personal Health Care ($),State,8,Far West,Hawaii,2630.492,2761.102,2959.114,3164.564,3371.283,3572.921,3572.57,3687.795,3802.537,3920.696,4133.069,4496.102,4853.517,5122.095,5502.732,5709.787,6257.903,6607.705,6856.164,5.5
1,Personal Health Care ($),State,8,Far West,Nevada,2411.061,2597.969,2657.529,2775.17,2830.257,2916.2,3008.4,3108.968,3273.467,3478.044,3751.852,4144.279,4451.868,4759.149,5007.097,5226.58,5471.267,5611.402,5735.295,4.9
1,Personal Health Care ($),State,8,Far West,Oregon,2324.123,2500.196,2617.64,2691.539,2837.747,2938.691,3107.459,3397.774,3577.743,3755.592,4167.987,4421.903,4695.127,5059.056,5413.512,5766.431,5998.141,6304.461,6579.887,6
1,Personal Health Care ($),State,8,Far West,Washington,2538.24,2719.764,2791.751,2874.432,3018.265,3102.918,3198.332,3436.775,3690.899,3873.035,4186.074,4545.597,4878.24,5125.361,5436.829,5704.634,6079.647,6443.092,6781.862,5.6
2,Hospital Care ($),United States,0,United States,,1090.073,1163.586,1214.797,1247.94,1274.274,1302.172,1332.87,1359.109,1410.632,1472.643,1576.415,1690.651,1811.637,1927.088,2051.777,2172.488,2278.6,2374.088,2475.326,4.7
2,Hospital Care ($),Region,1,New England,,1226.5,1304.579,1368.251,1400.661,1418.508,1453.127,1507.632,1554.827,1601.243,1676.582,1815.932,1970.464,2176.582,2359.852,2519.512,2762.922,2941.471,3066.245,3192.968,5.5
2,Hospital Care ($),State,1,New England,Connecticut,1178.363,1245.497,1283.634,1319.015,1306.103,1333.381,1371.223,1421.575,1461.008,1490.528,1609.025,1737.816,1860.269,2009.181,2087.455,2290.519,2386.877,2521.818,2660.948,4.6
2,Hospital Care ($),State,1,New England,Maine,997.921,1054.945,1116.011,1177.677,1266.025,1353.483,1420.852,1477.669,1558.801,1654.414,1781.431,1920.867,2116.133,2318.584,2572.979,2762.492,2910.273,3098.7,3267.839,6.8
2,Hospital Care ($),State,1,New England,Massachusetts,1387.26,1477.547,1559.642,1590.824,1585.821,1625.325,1682.335,1742.001,1772.53,1860.761,2027.326,2196.46,2455.174,2652.897,2811.735,3090.953,3323.884,3408.659,3505.358,5.3
2,Hospital Care ($),State,1,New England,New Hampshire,967.532,1065.63,1131.695,1100.112,1142.778,1158.788,1182.774,1197.657,1265.329,1355.801,1453.817,1617.372,1825.048,1992.594,2224.281,2483.395,2678.048,2806.811,2980.222,6.4
2,Hospital Care ($),State,1,New England,Rhode Island,1158.943,1212.784,1256.873,1303.258,1395.965,1406.942,1514.358,1500.346,1537.685,1632.712,1768.288,1925.161,2078.178,2254.928,2412.777,2577.014,2723.237,2941.225,3060.328,5.5
2,Hospital Care ($),State,1,New England,Vermont,927.414,992.837,1045.741,1111.382,1211.069,1205.164,1269.137,1319.287,1474.22,1570.248,1658.594,1820.579,2069.14,2309.665,2591.569,2908.025,3051.087,3224.702,3408.021,7.5
2,Hospital Care ($),Region,2,Mideast,,1296.294,1388.667,1463.011,1514.46,1537.932,1550.431,1574.762,1588.842,1633.564,1710.022,1809.55,1933.723,2081.837,2215.944,2373.269,2528.03,2641.4,2716.822,2823.173,4.4
2,Hospital Care ($),State,2,Mideast,Delaware,1165.061,1241.638,1350.679,1416.695,1469.284,1415.484,1532.596,1553.668,1611.154,1616.414,1733.595,1887.963,2148.413,2310.185,2541.034,2680.221,2857.604,2944.488,3108.925,5.6
2,Hospital Care ($),State,2,Mideast,District of Columbia,2413.488,2661.875,2834.543,2851.562,2838.496,3030.137,3039.79,3129.331,3195.023,3058.702,3195.217,3391.465,3634.379,3940.506,4211.044,4466.828,4624.712,4779.333,4947.607,4.1
2,Hospital Care ($),State,2,Mideast,Maryland,1126.118,1192.385,1258.34,1284.431,1325.787,1372.199,1396.365,1404.962,1450.712,1510.092,1640.798,1758.621,1913.962,2071.818,2215.981,2374.419,2520.077,2679.905,2766.602,5.1
2,Hospital Care ($),State,2,Mideast,New Jersey,1166.483,1266.448,1359.08,1419.251,1400.066,1392.87,1413.475,1443.447,1431.156,1570.311,1612.747,1766.651,1883.472,1952.799,2071.05,2169.46,2238.337,2261.374,2351.144,4
2,Hospital Care ($),State,2,Mideast,New York,1355.082,1431.026,1512.001,1600.238,1618.573,1663.296,1674.002,1689.325,1755.919,1816.903,1922.528,2049.26,2216.951,2357.858,2486.194,2661.234,2770.212,2826.847,2948.942,4.4
2,Hospital Care ($),State,2,Mideast,Pennsylvania,1312.629,1429.994,1480.042,1483.008,1537.217,1497.262,1541.568,1542.573,1590.304,1670.268,1783.537,1881.581,2006.981,2155.183,2380.418,2537.007,2666.235,2764.076,2858.319,4.4
2,Hospital Care ($),Region,3,Great Lakes,,1119.63,1192.269,1250.741,1298.195,1339.017,1377.581,1424.062,1440.334,1500.659,1562.189,1657.328,1784.262,1919.417,2067.446,2212.337,2362.433,2511.511,2594.662,2733.38,5.1
2,Hospital Care ($),State,3,Great Lakes,Illinois,1221.957,1301.281,1352.19,1397.962,1429.295,1451.998,1493.873,1509.639,1557.917,1625.483,1715.21,1817.435,1929.744,2029.343,2175.971,2303.406,2505.522,2552.269,2697.394,4.5
2,Hospital Care ($),State,3,Great Lakes,Indiana,1033.999,1111.593,1185.859,1214.746,1245.618,1200.102,1335.61,1386.642,1460.257,1526.923,1599.954,1719.296,1862.329,2045.222,2116.534,2277.508,2450.212,2492.607,2602.81,5.3
2,Hospital Care ($),State,3,Great Lakes,Michigan,1116.705,1176.142,1239.2,1308.003,1380.3,1431.674,1460.7,1476.598,1516.169,1556.185,1615.65,1712.355,1843.336,2001.347,2147.406,2316.6,2472.114,2558.993,2694.822,5
2,Hospital Care ($),State,3,Great Lakes,Ohio,1120.377,1202.578,1263.358,1303.828,1344.168,1409.291,1425.587,1407.861,1477.549,1539.196,1665.096,1828.448,1983.537,2163.563,2345.38,2493.953,2586.132,2703.448,2881.113,5.4
2,Hospital Care ($),State,3,Great Lakes,Wisconsin,981.941,1037.486,1082.46,1130.289,1147.163,1236.707,1291.035,1342.512,1434.093,1515.414,1649.179,1821.012,1965.967,2100.986,2246.352,2404.869,2511.843,2647.742,2730.213,5.8
2,Hospital Care ($),Region,4,Plains,,1053.5,1124.562,1173.26,1241.953,1286.211,1329.817,1393.844,1422.369,1495.95,1573.449,1702.162,1839.678,1977.087,2103.648,2270.302,2383.154,2550.532,2697.503,2836.967,5.7
2,Hospital Care ($),State,4,Plains,Iowa,1078.442,1126.368,1174.297,1250.726,1303.989,1370.235,1422.359,1497.195,1578.45,1641.723,1757.428,1871.407,1976.088,2085.385,2250.251,2366.141,2463.128,2559.14,2713.129,5.3
2,Hospital Care ($),State,4,Plains,Kansas,1061.81,1146.043,1177.478,1245.175,1295.565,1323.075,1367.632,1373.154,1439.37,1461.338,1551.637,1632.901,1741.144,1883.383,2034.09,2180.037,2296.595,2415.307,2530.14,4.9
2,Hospital Care ($),State,4,Plains,Minnesota,919.673,963.839,974.751,1044.88,1085.807,1094.71,1225.937,1220.105,1324.091,1417.031,1536.323,1717.187,1823.173,1966.894,2142.187,2290.216,2409.333,2494.73,2594.284,5.9
2,Hospital Care ($),State,4,Plains,Missouri,1152.089,1250.556,1339.556,1402.352,1423.364,1465.247,1495.083,1533.945,1572.434,1655.1,1788.426,1922.149,2139.381,2247.814,2393.797,2408.292,2719.73,2953.74,3143.429,5.7
2,Hospital Care ($),State,4,Plains,Nebraska,1024.429,1102.841,1156.571,1216.478,1271.411,1380.573,1395.938,1430.57,1538.972,1692.017,1871.01,1976.51,2095.927,2235.816,2460.758,2677.37,2757.867,2879.534,2951.497,6.1
2,Hospital Care ($),State,4,Plains,North Dakota,1054.659,1156.783,1235.875,1333.466,1444.575,1523.687,1648.639,1726.126,1757.843,1795.005,2017.45,2258.192,2241.753,2369.795,2505.386,2654.319,2773.209,2994.378,3183.421,6.3
2,Hospital Care ($),State,4,Plains,South Dakota,1109.842,1152.876,1174.752,1247.371,1344.345,1414.163,1477.756,1503.618,1603.78,1667.103,1825.448,1988.047,2136.044,2259.554,2477.468,2701.992,2789.232,2976.975,3147.192,6
2,Hospital Care ($),Region,5,Southeast,,1063.578,1136.272,1184.435,1215.324,1252.543,1297.088,1334.695,1353.615,1397.005,1459.486,1550.124,1648.979,1750.457,1852.16,1957.673,2060.531,2135.565,2193.275,2281.841,4.3
2,Hospital Care ($),State,5,Southeast,Alabama,1092.015,1200.756,1224.961,1257.27,1344.585,1410.638,1404.538,1379.186,1406.973,1448.011,1508.04,1592.976,1684.546,1760.405,1931.579,1996.531,2026.697,2055.615,2110.697,3.7
2,Hospital Care ($),State,5,Southeast,Arkansas,1007.947,1069.515,1102.445,1131.306,1189.608,1262.593,1300.52,1353.08,1381.723,1442.882,1577.685,1694.974,1777.801,1841.105,1915.292,1983.58,2047.505,2159.245,2220.742,4.5
2,Hospital Care ($),State,5,Southeast,Florida,1108.953,1169.381,1209.701,1221.424,1237.739,1276.173,1311.355,1316.887,1362.249,1435.689,1517.356,1637.225,1715.497,1802.29,1882.942,1989.759,2067.657,2128.014,2207.035,3.9
2,Hospital Care ($),State,5,Southeast,Georgia,1063.919,1130.659,1186.706,1203.098,1220.659,1245.493,1247.546,1267.701,1275.84,1339.224,1402.811,1471.723,1560.765,1620.922,1722.806,1786.174,1832.252,1845.77,1921.694,3.3
2,Hospital Care ($),State,5,Southeast,Kentucky,1051.88,1136.225,1174.964,1200.212,1239.384,1307.233,1393.802,1438.439,1469.655,1553.512,1666.759,1787.084,1855.916,1993.473,2183.776,2328.883,2393.46,2453.345,2606.78,5.2
2,Hospital Care ($),State,5,Southeast,Louisiana,1181.953,1255.285,1338.676,1407.794,1451.413,1461.438,1502.882,1541.372,1587.99,1578.746,1706.085,1818.337,1935.886,2051.144,2171.577,2328.005,2387.001,2481.731,2532.286,4.3
2,Hospital Care ($),State,5,Southeast,Mississippi,1001.419,1079.284,1139.835,1216.793,1342.577,1410.472,1418.419,1491.4,1511.798,1581.362,1712.532,1829.06,1930.364,2104.12,2149.036,2337.373,2494.677,2618.535,2740.61,5.8
2,Hospital Care ($),State,5,Southeast,North Carolina,948.202,1025.759,1071.886,1123.478,1184.212,1247.726,1295.55,1308.819,1383.673,1472.633,1552.488,1635.91,1773.037,1902.064,1991.31,2109.164,2138.214,2171.425,2280.188,5
2,Hospital Care ($),State,5,Southeast,South Carolina,1050.425,1128.736,1197.161,1271.804,1294.712,1299.096,1408.264,1429.131,1486.926,1550.496,1655.835,1779.508,1886.525,1973.811,2059.99,2159.716,2269.672,2419.599,2552.969,5.1
2,Hospital Care ($),State,5,Southeast,Tennessee,1102.527,1208.408,1260.623,1264.141,1242.764,1298.113,1322.179,1318.01,1369.258,1451.342,1530.316,1608.05,1707.035,1806.923,1918.746,2024.689,2112.072,2090.359,2160.252,3.8
2,Hospital Care ($),State,5,Southeast,Virginia,993.171,1026.704,1065.485,1081.557,1127.173,1170.448,1213.217,1240.404,1299.278,1335.495,1427.838,1510.16,1649.176,1775.304,1906.221,1994.398,2120.564,2216.47,2297.929,4.8
2,Hospital Care ($),State,5,Southeast,West Virginia,1168.442,1272.762,1338.796,1394.597,1461.098,1534.237,1616.447,1688.686,1750.037,1825.539,1995.391,2109.392,2270.108,2445.139,2586.143,2693.028,2843.589,2912.871,3073.193,5.5
2,Hospital Care ($),Region,6,Southwest,,972.891,1052.333,1097.42,1103.036,1117.275,1148.128,1167.101,1206.05,1246.365,1292.933,1406.142,1533.642,1624.125,1702.022,1823.71,1896.965,1971.935,2089.85,2166.783,4.5
2,Hospital Care ($),State,6,Southwest,Arizona,901.559,937.98,949.973,964.065,955.704,958.218,973.393,1010.326,1026.486,1088.438,1134.751,1263.272,1385.51,1473.051,1673.133,1729.778,1824.327,1909.083,1977.398,4.5
2,Hospital Care ($),State,6,Southwest,New Mexico,1012.997,1089.29,1134.223,1139.71,1146.713,1177.771,1252.052,1300.302,1390.543,1383.903,1481.27,1562.702,1585.055,1735.169,1922.389,1961.146,2089.847,2362.618,2468.75,5.1
2,Hospital Care ($),State,6,Southwest,Oklahoma,989.771,1056.315,1090.893,1135.2,1188.042,1240.079,1234.296,1275.6,1333.336,1385.241,1492.707,1589.422,1824.334,1908.258,2095.977,2201.453,2294.654,2426.387,2535.31,5.4
2,Hospital Care ($),State,6,Southwest,Texas,981.759,1073.505,1128.278,1125.807,1140.03,1174.602,1194.465,1233.331,1272.876,1320.244,1453.127,1590.119,1656.2,1725.751,1812.718,1889.387,1952.726,2065.5,2137.846,4.4
2,Hospital Care ($),Region,7,Rocky Mountains,,905.545,954.159,971.365,983.942,1028.044,1053.067,1100.551,1121.377,1160.5,1247.366,1350.965,1444.899,1544.524,1657.302,1762.15,1871.655,1957.456,2075.154,2163.065,5
2,Hospital Care ($),State,7,Rocky Mountains,Colorado,963.508,1012.288,1016.507,1020.763,1056.264,1062.999,1079.152,1100.827,1147.083,1239.547,1351.239,1439.561,1536.292,1657.083,1713.606,1848.828,1930.978,2065.321,2149.772,4.6
2,Hospital Care ($),State,7,Rocky Mountains,Idaho,832.246,892.869,907.409,934.393,977.705,1043.438,1077.415,1137.593,1198.753,1244.563,1350.292,1463.682,1559.957,1606.189,1749.111,1878.372,1992.36,2020.817,2115.422,5.3
